Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LIN16070,05-Mar-2017,06-Mar-1997,IN1715,7668.000000,7668.000000,0,29,179407.230000,LESSOR,"MECCA INVESTMENTS,LLC","","1315 CLIFFY DRIVE","SUITE 1","US",IN,47250-0000,"JEFFERSON","MADISON"
LIN16069,21-Apr-2017,22-Apr-1997,IN1716,6233.000000,5420.000000,0,29,87607.490000,LESSOR,"BRUCE SCRANAGE","N. B. PROPERTIES","P. O. BOX 505","508 S GRANDSTAFF DRIVE","US",IN,46106-0000,"DE KALB","AUBURN"
LIN17880,28-Feb-2018,01-Mar-2008,IN1718,930.000000,930.000000,0,2,20341.290000,LESSOR,"NORTHGATE NORTHWEST,LLC","STEVEN ILTZ,AGENT FOR TIC OWNERS","5245 NW PONDOSA DRIVE","","US",OR,97229-0000,"CLACKAMAS","PORTLAND"
LIN18155,31-Jul-2013,01-Aug-2008,IN1718,1940.000000,1940.000000,0,2,42301.350000,LESSOR,"JOHNSON CREAMERY,LLC","","400 WEST 7TH STREET,SUITE 200","","US",IN,47404-3901,"MONROE","BLOOMINGTON"
LIN17738,03-Jun-2018,04-Jun-2008,IN1719,11600.000000,10591.000000,0,30,268929.720000,LESSOR,"BURNS DEVELOPMENT INC","","7620 WILLIAM PENN DRIVE","","US",IN,46256-0000,"MARION","INDIANAPOLIS"
LIN18298,29-Feb-2020,01-Mar-2010,IN1720,27715.000000,27715.000000,0,6,242506.250000,LESSOR,"CALEAST INDUSTRIAL INVESTORS,LLC","","3344 PEACHTREE ROAD","SUITE 1200","US",GA,30326-4800,"COBB","ATLANTA"
LIN17751,22-Apr-2012,23-Apr-2007,IN1721,333.000000,294.000000,0,2,6861.960000,LESSOR,"PATRICK SCHACKI","AKA LAKE CO. TRUST #4816","294 W JOLIET RD","","US",IN,46385-0000,"PORTER","VALPARAISO"
LIN15872,17-Jun-2018,18-Jun-1998,IN1722,11893.000000,10342.000000,0,38,253577.590000,LESSOR,"GSA HAMMOND,L.L.C.","","4201 W. 36TH STREET #100","","US",IL,60632-0000,"COOK","CHICAGO"
LIN16467,18-Jan-2011,19-Jan-2001,IN1724,5145.000000,4651.000000,0,23,115115.000000,LESSOR,"INDIANAPOLIS AIRPORT AUTHORITY","","2500 S HIGH SCHOOL ROAD","SUITE 100","US",IN,46241-4941,"MARION","INDIANAPOLIS"
LIN17869,30-Nov-2012,01-Dec-2007,IN1725,3298.000000,2843.000000,2,3,84807.390000,LESSOR,"MACQUARIE OFFICE MONUMENT CENTER I","","1 N WACKER DRIVE","FLOOR 9","US",IL,60606-0000,"COOK","CHICAGO"
LIN16162,30-Nov-2010,04-Jun-1998,IN1726,11997.000000,10432.000000,0,53,261907.510000,LESSOR,"DANNY BATEMAN","ARC CONSTRUCTION","1745 SOUTH KENTUCKY AVENUE","P.O. BOX 2660","US",IN,47728-0660,"VANDERBURGH","EVANSVILLE"
LIN18151,03-Feb-2013,04-Feb-2008,IN1728,11901.000000,10645.000000,0,29,271067.910000,LESSOR,"RG PROPERTIES & DEVELOPMENT,LLC","","2300 WILLOW STREET","P.O. BOX 18","US",IN,47591-6127,"KNOX","VINCENNES"
LIN16156,30-Jun-2019,01-Jul-1999,IN1729,13752.000000,11958.000000,0,55,230910.310000,LESSOR,"DAVE MCALPIN INVESTMENTS","","50797 SAFARI DRIVE","","US",IN,46530-6736,"ST JOSEPH","GRANGER"
LIN16016,14-Oct-2019,15-Oct-1999,IN1732,7015.000000,6100.000000,0,20,121468.760000,LESSOR,"EASTLAKE MANAGEMENT AND DEVELOPMENT","","2850 SOUTH MICHIGAN AVENUE","","US",IL,60616-0000,"COOK","CHICAGO"
LIN16363,31-Jul-2011,01-Aug-1999,IN1736,5124.000000,4413.000000,7,0,99544.890000,LESSOR,"FTW,LLC","","200 E. MAIN ST.","SUITE 130","US",IN,46802-1914,"ALLEN","FORT WAYNE"
LIN18028,28-Nov-2011,29-Nov-2007,IN1739,40000.000000,40000.000000,0,0,131090.400000,LESSOR,"JEFFERSONVILLE PUBLIC WAREHOUSE INC","AMERICA PLACE DISTRIBUTION CENTER","266 AMERICA PL","","US",IN,47130-0000,"CLARK","JEFFERSONVILLE"
LIN16201,23-Sep-2018,24-Sep-1998,IN1740,7754.000000,6743.000000,0,46,161271.630000,LESSOR,"TRUSS REALTY","SCHOTTENSTEIN MANAGEMENT COMPANY","1800 MOLER ROAD","","US",OH,43206-0000,"FRANKLIN","COLUMBUS"
LIN16319,24-Oct-2020,25-Oct-2000,IN1741,8143.000000,7417.000000,0,37,145968.220000,LESSOR,"FULL HOUSE LLC","","810 CENTRAL AVENUE","","US",IN,46016-0000,"MADISON","ANDERSON"
LIN16703,31-May-2011,30-May-2000,IN1748,2407.000000,2093.000000,3,0,60305.420000,LESSOR,"MT ACQUISITIONS,LLC","","1200 MARKET TOWER","10 WEST MARKET STREET","US",IN,46204-2960,"MARION","INDIANAPOLIS"
LIN16332,15-Dec-2011,16-Dec-1999,IN1748,43512.000000,38372.000000,9,0,1039023.810000,LESSOR,"MT ACQUISITION,LLC","","10 WEST MARKET STREET,","STE. 1200","US",IN,46204-2960,"MARION","INDIANAPOLIS"
LIN16291,23-Oct-2020,24-Oct-2000,IN1749,9875.000000,8587.000000,0,39,172015.190000,LESSOR,"RONALD J. & CYNTHIA ROSSITER","NOR-NIC INVESTMENTS","70 CATALPA CT.","","US",IN,47905-3953,"TIPPECANOE","LAFAYETTE"
LIN18340,15-Aug-2019,16-Aug-2009,IN1753,3122.000000,2787.000000,0,8,58006.920000,LESSOR,"WELLS REIT II-8909 PURDUE ROAD LLC","WELLS REAL ESTATE FUNDS","6200 THE CORNERS PARKWAY SUITE 250","","US",GA,30092-3355,"COBB","ATLANTA"
LIN18014,22-Sep-2013,23-Sep-2008,IN1759,438.000000,388.000000,0,2,10389.360000,LESSOR,"GRAND PARK MANAGEMENT CORP","","294 W JOLIET RD","","US",IN,46385-9342,"PORTER","VALPARAISO"
LIN16883,03-Oct-2022,04-Oct-2002,IN1759,4494.000000,3977.000000,0,50,86600.120000,LESSOR,"GRAND CORPORATION","PATRICK SCHACKI / CAROLYN SCHACKI","294 W. JOLIET ROAD","","US",IN,46384-0000,"PORTER","VALPARAISO"
LIN16400,06-Dec-2011,07-Dec-2001,IN1759,17227.000000,15661.000000,0,86,295005.700000,LESSOR,"GRAND PARK MANAGEMENT CORPORATION","","294 WEST JOLIET ROAD","P.O. BOX 404","US",IN,46384-0000,"PORTER","VALPARAISO"
LIN16387,07-Mar-2011,08-Mar-2001,IN1760,36353.000000,31611.000000,6,72,709475.650000,LESSOR,"PATRICK SCHACKI","","P.O. BOX 404","","US",IN,46384-0404,"PORTER","VALPARAISO"
LIN16688,31-Jan-2012,01-Feb-2000,IN1762,2405.000000,2328.000000,0,14,39167.420000,LESSOR,"GWC,LLP","","1128 S. COLLEGE MALL ROAD","","US",IN,47401-5335,"MONROE","BLOOMINGTON"
LIN16504,23-Oct-2021,24-Oct-2001,IN1763,12509.000000,11646.000000,0,50,299082.000000,LESSOR,"TURKEYLAND,L.P.","","240 H STREET","","US",CA,95648-1718,"PLACER","LINCOLN"
LIN18365,11-Jun-2020,12-Jun-2010,IN1765,12973.000000,11380.000000,0,8,252973.500000,LESSOR,"DUKE REALTY LIMITED PARTNERSHIP","","600 E. 96TH STREET","SUITE 100","US",IN,46240-3788,"MARION","INDIANAPOLIS"
LIN16783,09-Nov-2011,08-Jan-2001,IN1768,6000.000000,6000.000000,0,10,125393.940000,LESSOR,"PENDLETON/PARKSIDE LLC","","6925 EAST 96TH STREET,STE 200","","US",IN,46250-0000,"MARION","INDIANAPOLIS"
LIN16598,12-Sep-2022,13-Sep-2002,IN1769,15667.000000,15148.000000,0,82,386236.090000,LESSOR,"FULL HOUSE LLC","G. CLARK HARRISON","1005 MERIDIAN PLAZA","","US",IN,46016-0000,"MADISON","ANDERSON"
LIN16576,21-Jan-2012,22-Jan-2002,IN1770,9728.000000,9283.000000,0,42,204504.420000,LESSOR,"SUNNY SIDE INVESTMENTS,LLC","","2651 CESSNA DRIVE","","US",IN,47203-0000,"BARTHOLOMEW","COLUMBUS"
LIN16683,24-Jan-2012,25-Jan-2002,IN1773,9715.000000,9054.000000,0,65,182984.240000,LESSOR,"SOUTH PARK GSA LLC","STEVEN SCHOOLCRAFT","586 SOUTH STATE ROAD 135","SUITE G","US",IN,46142-8547,"JOHNSON","GREENWOOD"
LIN16830,18-Feb-2023,19-Feb-2003,IN1774,10131.000000,9707.000000,0,50,261484.860000,LESSOR,"MR. PAUL THRIFT,MEMBER","THOMPSON THRIFT PROPERTIES,LLC","901 WABASH AVENUE,SUITE 300","","US",IN,47807-0000,"VIGO","TERRE HAUTE"
LIN17031,01-Dec-2024,02-Dec-2004,IN1775,7102.000000,6548.000000,0,36,180674.750000,LESSOR,"H & J FINCH REAL ESTATE","HARRY AND JANE FINCH","500 RIVER DRIVE","","US",IN,46952-0000,"GRANT","MARION"
LIN17032,09-Jul-2017,10-Jul-2007,IN1776,15628.000000,14948.000000,0,80,351010.670000,LESSOR,"SE FT WAYNE,LLC","","350 NORTH LASALLE STREET,SUITE 800","","US",IL,60654-5136,"COOK","CHICAGO"
LIN17963,08-Apr-2017,09-Apr-2007,IN1777,2079.000000,1940.000000,0,3,31662.210000,LESSOR,"STEPHEN M. ROLLINGS","","1280 WEST SOUTHPORT ROAD","","US",IN,46217-0000,"MARION","INDIANAPOLIS"
LIN16685,26-Jun-2012,27-Jun-2002,IN1778,3970.000000,3429.000000,0,15,57722.470000,LESSOR,"GARMONG DEVELOPMENT CO.,LLC.","","3050 POPLAR STREET","","US",IN,47803-0000,"VIGO","TERRE HAUTE"
LIN16829,20-Jan-2013,21-Jan-2003,IN1781,5266.000000,5113.000000,0,10,82322.970000,LESSOR,"TOM HERRMAN & ASSOCIATES","","225 S. LAFAYETTE BOULEVARD","","US",IN,46601-0000,"ST JOSEPH","SOUTH BEND"
LIN17805,31-Jan-2017,01-Feb-2007,IN1782,7826.000000,7257.000000,0,21,144367.040000,LESSOR,"RESEARCH PROPERTIES,LLC","","1435 WIN HENTSCHEL BLVD","","US",IN,47906-0000,"TIPPECANOE","WEST LAFAYETTE"
LIN18360,14-Mar-2015,15-Mar-2010,IN1783,389.000000,338.000000,0,2,7434.000000,LESSOR,"BIG REALTY LLC","","2879 WINDY KNOLL LANE","","US",IN,46074-8236,"TIPPECANOE","LAFAYETTE"
LIN16967,13-Apr-2013,14-Apr-2003,IN1783,2601.000000,2415.000000,0,3,52983.970000,LESSOR,"BIG REALTY,LLC","","2879 WINDY KNOLL LN.","","US",IN,46074-8236,"HAMILTON","WESTFIELD"
LIN16808,24-Jul-2022,25-Jul-2002,IN1784,8600.000000,7800.000000,0,40,219130.160000,LESSOR,"STEPHEN WOLFE","","P.O. BOX 570","","US",IN,47591-0000,"KNOX","VINCENNES"
LIN18002,30-Nov-2017,19-Nov-2007,IN1785,176.000000,176.000000,0,6,6203.670000,LESSOR,"GARY CHICAGO AIRPORT","","6001 W INDUSTRIAL HWY","","US",IN,46406-1024,"LAKE","GARY"
LIN17174,31-May-2012,01-Oct-2002,IN1786,5785.000000,5075.000000,0,10,99391.680000,LESSOR,"ST. JOSEPH AIRPORT AUTHORITY","","4477 PROGRESS DR","","US",IN,46628-5511,"ST JOSEPH","SOUTH BEND"
LIN17277,12-Apr-2026,13-Apr-2006,IN1787,10103.000000,9520.000000,0,41,218821.730000,LESSOR,"BLOOMINGTON PR LLC","","1720 NORTH KINSER PIKE","","US",IN,47402-0040,"MONROE","BLOOMINGTON"
LIN17170,30-Nov-2011,01-Apr-2003,IN1788,2689.000000,2689.000000,0,2,50754.820000,LESSOR,"EVANSVILLE-VANDERBURGH AIRPORT AUTH","","7801 BUSSING DR.","","US",IN,47725-6799,"VANDERBURGH","EVANSVILLE"
LIN18018,31-Jan-2018,01-Feb-2008,IN1789,1401.000000,1401.000000,0,2,69217.960000,LESSOR,"FORT WAYNE-ALLEN CO. AIRPORT AUTHOR","","3801 W FERGUSON RD STE 209","LT. PAUL BAER TERMINAL","US",IN,46809-3142,"ALLEN","FORT WAYNE"
LIN17325,31-Jan-2012,01-Feb-2003,IN1790,330.000000,330.000000,0,6,6996.000000,LESSOR,"ST. JOSEPH COUNTY AIRPORT AUTHORITY","MICHAEL A. GULJAS","4477 PROGRESS DRIVE","","US",IN,46628-0000,"ST JOSEPH","SOUTH BEND"
LIN17364,24-Apr-2026,25-Apr-2006,IN1793,9092.000000,8697.000000,0,40,161780.370000,LESSOR,"STARWOOD PROPERTIES,LLC","PATRICK J. SCHACKI,MEMBER","294 WEST JOLIET ROAD","","US",IN,46385-0000,"PORTER","VALPARAISO"
LIN18147,30-Apr-2013,01-May-2008,IN1794,247.000000,247.000000,0,0,4199.040000,LESSOR,"MIDWEST IND. TRANSMISSION SYS. OPER","ATTN: ACCTS. RECEIVABLE","701 CITY CENTER DR.","","US",IN,46032-0000,"HAMILTON","CARMEL"
LIN18083,31-Oct-2018,01-Nov-2008,IN1796,4554.000000,4554.000000,0,0,172232.280000,LESSOR,"INDIANAPOLIS AIRPORT AUTHORITY","","2500 S HIGH SCHOOL ROAD","SUITE 100","US",IN,46241-4941,"MARION","INDIANAPOLIS"
LIN17373,07-Mar-2014,08-Mar-2004,IN1797,8419.000000,7521.000000,0,30,146952.780000,LESSOR,"5726 PROFESSIONAL CIRCLE PARTNERS","","2500 YORK ROAD","","US",IL,60007-0000,"COOK","ELK GROVE VILLAGE"
LIN17435,27-Nov-2016,28-Nov-2006,IN1798,12300.000000,11443.000000,0,50,376989.160000,LESSOR,"ALBANESSA VENTURE,LLC","","1102 48TH STREET","","US",IL,61265-0000,"ROCK ISLAND","MOLINE"
LIN16969,13-Jun-2024,14-Jun-2004,IN1803,14061.000000,13586.000000,0,68,345100.360000,LESSOR,"JOEL ACOSTA AND SANDRA ACOSTA","","2413 LOSCERRITOS ROAD","","US",CA,95329-0000,"STANISLAUS","LA GRANGE"
LIN17535,14-Sep-2014,15-Sep-2004,IN1804,4611.000000,4611.000000,0,0,50905.440000,LESSOR,"WINJAMIN INCORPORATED","C/O MR. BENJAMIN  TYLER","855 TAFT STREET","","US",IN,46404-1255,"LAKE","GARY"
LIN16828,15-Jan-2011,16-Jan-2005,IN1805,2120.000000,1860.000000,0,0,38287.200000,LESSOR,"VIRIDIAN,L.L.C","","400 WEST 7TH STREET","","US",IN,47404-0000,"MONROE","BLOOMINGTON"
LIN18335,20-Feb-2014,21-Feb-2010,IN1806,321.000000,287.000000,0,0,4477.920000,LESSOR,"COMMERCE PLAZA LLC","","600 S. MAIN STREET","","US",IN,46516-3248,"ELKHART","ELKHART"
LIN17853,30-Jun-2020,15-Mar-2007,IN1807,41167.000000,36848.000000,0,100,1005582.010000,LESSOR,"ROMANEK INDIANAPOLIS A LLC","","8410 WEST BRYN MAWR AVENUE","SUITE 500","US",IL,60631-0000,"COOK","CHICAGO"
LIN17523,30-Jun-2020,01-Jul-2005,IN1807,128463.000000,119825.000000,0,502,3238785.250000,LESSOR,"ROMANEK INDIANAPOLIS A LLC","","8410 WEST BRYN MAWR AVENUE","SUITE 500","US",IL,60631-0000,"COOK","CHICAGO"
LIN16863,29-Feb-2012,14-Feb-2005,IN1808,4197.000000,3997.000000,0,20,67269.510000,LESSOR,"PATRICK J. SCHACKI","","294 WEST JOLIET ROAD","","US",IN,46385-9342,"PORTER","VALPARAISO"
LIN17553,31-Oct-2015,01-Nov-2005,IN1809,8600.000000,7665.000000,0,2,186587.540000,LESSOR,"KEYSTONE INVESTORS,LLC","","200 SOUTH MICHIGAN AVENUE","","US",IL,60604-0000,"COOK","CHICAGO"
LIN17773,25-Sep-2018,26-Sep-2008,IN1811,8100.000000,7440.000000,0,33,313815.180000,LESSOR,"SE VALPO,LLC","","350 NORTH LASALLE STREET","SUITE 800","US",IL,60654-5136,"COOK","CHICAGO"
LIN17550,19-Mar-2018,20-Mar-2008,IN1812,12800.000000,11934.000000,0,65,374619.120000,LESSOR,"INDESSA VENTURE,LLC","","1102 48TH STREET","","US",IL,61265-0000,"ROCK ISLAND","MOLINE"
LIN17719,30-Jun-2017,01-Jul-2007,IN1814,1097.000000,954.000000,3,0,16857.230000,LESSOR,"ALBERT GOLUKHOV","","11195 HOOPER LANE","","US",CA,94024-0000,"SANTA CLARA","LOS ALTOS"
LIN17635,10-Dec-2011,11-Dec-2006,IN1816,4207.000000,4082.000000,0,6,79556.160000,LESSOR,"LAZER REALTY GROUP,INC","","4440 S. HIGH SCHOOL ROAD","SUITE F","US",IN,46241-6402,"MARION","INDIANAPOLIS"
LIN17684,03-Sep-2029,04-Sep-2009,IN1817,13752.000000,11555.000000,0,19,571003.480000,LESSOR,"921 OHIO,LLC","","901 WABASH AVENUE","SUITE 300","US",IN,47807-3738,"VIGO","TERRE HAUTE"
LIN17944,31-May-2024,01-Jun-2009,IN1818,3575.000000,3575.000000,0,3,137458.750000,LESSOR,"GDP-03,LLC","","805 E. PERKINS ROAD","","US",IL,61802-0000,"CHAMPAIGN","URBANA"
LIN17743,15-May-2018,16-May-2008,IN1819,5450.000000,5000.000000,0,27,175940.270000,LESSOR,"CJH,INC","C/O KRISSI HARPEL","9062 W. 440 NORTH","","US",IN,47990-8113,"MONTGOMERY","WAYNETOWN"
LIN17742,30-Apr-2018,01-May-2008,IN1820,9684.000000,9006.000000,0,38,261632.480000,LESSOR,"ARCHWAY DEVELOPMENT,LLC","","6161 S. SYRACUSE WAY","SUITE 330","US",CO,80111-4707,"ARAPAHOE","GREENWOOD VILLAGE"
LIN17990,12-Oct-2020,13-Oct-2010,IN1821,14000.000000,13026.000000,0,61,407963.630000,LESSOR,"EVANESSA VENTURE,LLC","","1102 48TH STREET","","US",IL,61265-2666,"ROCK ISLAND","MOLINE"
LIN17800,30-Apr-2018,01-May-2008,IN1822,8674.000000,8025.000000,0,44,217567.250000,LESSOR,"DELTA PROPERTIES,LLC","","4763 ROSEBUD LANE","","US",IN,47630-9225,"WARRICK","NEWBURGH"
LIN17716,22-Dec-2018,23-Dec-2008,IN1823,11332.000000,10118.000000,0,3,194447.920000,LESSOR,"RUDISILL PLAZA ASSOCIATES","","9009 COLDWATER ROAD","","US",IN,46825-0000,"ALLEN","FORT WAYNE"
LIN17723,31-Oct-2018,01-Nov-2008,IN1824,2714.000000,2502.000000,0,0,71933.000000,LESSOR,"MICHAEL G. OR JANE WILSON","","4644 IRONSTONE LANE","","US",IN,47906-9708,"TIPPECANOE","WEST LAFAYETTE"
LIN18027,14-Apr-2013,15-Apr-2008,IN1825,380.000000,380.000000,0,0,12182.800000,LESSOR,"SADDER FAMILY TRUST","","3566 WALNUT GROVE COURT","","US",IN,47203-0000,"BARTHOLOMEW","COLUMBUS"
LIN18092,30-Jun-2020,01-Jun-2008,IN1830,73532.000000,66901.000000,0,100,1803114.540000,LESSOR,"INTECH PARTNERS THREE,LLC","C/O LAUTH PROPERTY GROUP","401 PENNSYLVANIA PARKWAY","","US",IN,46280-1385,"MARION","INDIANAPOLIS"
LIN17915,31-Jul-2019,01-Aug-2009,IN1834,4077.000000,3590.000000,0,3,103856.350000,LESSOR,"GATEWAY CENTER LLC","","400 WEST 7TH STREET","","US",IN,47402-3901,"MONROE","BLOOMINGTON"
LIN18200,15-Sep-2011,16-Sep-2008,IN1835,3900.000000,3900.000000,0,27,79725.380000,LESSOR,"B & M RENTALS","","3465 N. THUNDERHILL DRIVE","","US",IN,47591-7497,"KNOX","VINCENNES"
LIN18166,16-Mar-2019,17-Mar-2009,IN1841,12800.000000,12800.000000,0,0,105451.010000,LESSOR,"DUGAN REALTY,LLC","","600 E. 96TH ST.","SUITE 100","US",IN,46240-3792,"MARION","INDIANAPOLIS"
LIN18169,31-Dec-2012,01-Jan-2009,IN1845,215534.000000,215534.000000,0,215,1661222.760000,LESSOR,"RIVER RIDGE-CROSSDOCK 700 LLC","","2404 BELKNAP BEACH","","US",KY,40059-9050,"JEFFERSON","PROSPECT"
LIN18145,31-Dec-2012,01-Jan-2009,IN1845,235000.000000,235000.000000,0,350,2072888.480000,LESSOR,"RIVER RIDGE-CROSSDOCK 700 LLC","","2404 BELKNAP BEACH","","US",KY,40059-9050,"JEFFERSON","PROSPECT"
LIN18334,14-Oct-2011,15-Oct-2009,IN1850,1259.000000,1179.000000,0,0,37442.660000,LESSOR,"901 WABASH,LLC.","","901 WABASH AVENUE,SUITE 300","","US",IN,47807-3232,"VIGO","TERRE HAUTE"
LIN18304,11-Mar-2013,12-Mar-2009,IN1851,38179.000000,38179.000000,0,0,108258.900000,LESSOR,"CARDINAL INVESTMENTS","","2617 VALLETTA ROAD","","US",KY,40205-0000,"JEFFERSON","LOUISVILLE"
LIN17857,31-Jul-2020,01-Aug-2010,IN1862,50160.000000,45331.000000,0,14,1127209.720000,LESSOR,"CP VINCENNES,LLC","","CP VINCENNES,LLC","3001 DOUGLAS BOULEVARD,SUITE 340","US",CA,95661-3853,"PLACER","ROSEVILLE"
LIN18339,20-Sep-2014,21-Sep-2009,IN1864,241.000000,210.000000,0,1,3000.000000,LESSOR,"MAC N' SAM,LLC","","4400 WASHINGTON AVENUE","","US",IN,47714-0887,"VANDERBURGH","EVANSVILLE"
LIN18445,30-Sep-2011,01-Oct-2009,IN1866,10080.000000,10080.000000,0,0,32604.720000,LESSOR,"GALE PROPERTIES,INC.","","1019 EAST MICHIGAN STREET","","US",IN,46202-3649,"MARION","INDIANAPOLIS"
LIN18312,15-Sep-2020,16-Sep-2010,IN1869,15240.000000,13945.000000,11,0,301447.200000,LESSOR,"AIRPORT TRADE CENTER,LLC","AGRACEL,INC","1200 NETWORK CENTRE DRIVE,SUITE 3","","US",IL,62401-4637,"EFFINGHAM","EFFINGHAM"
LIN18475,28-Feb-2015,01-Mar-2010,IN1872,0.000000,0.000000,77,0,115500.000000,LESSOR,"VRC INVESTMENTS,INC","","45 N. PENNYSLVANIA.,STE. 801","","US",IN,46204-3213,"MARION","INDIANAPOLIS"
LIN18476,28-Feb-2015,01-Mar-2010,IN1873,0.000000,0.000000,0,103,61800.000000,LESSOR,"CADILLAC BUILDING,INC.","","1128 MAIN STREET","","US",OH,45202-7276,"HAMILTON","CINCINNATI"
LIN18401,26-Aug-2025,27-Aug-2010,IN1877,21628.000000,20687.000000,0,108,925172.540000,LESSOR,"STARWOOD PROPERTIES,LLC","","294 JOLIET ROAD","","US",IN,46385-9342,"PORTER","VALPARAISO"
LIN18394,30-Jun-2020,01-Jul-2010,IN1879,20385.000000,17726.000000,90,0,581412.800000,LESSOR,"NORTH PENN ASSOCIATES,LLC","","44 SOUTH BROADWAY,10TH FLOOR","","US",NY,10601-4411,"WESTCHESTER","WHITE PLAINS"
LIN18549,30-Sep-2020,01-Oct-2010,IN1880,2623.000000,2523.000000,6,0,67778.320000,LESSOR,"THE TRUSTEES OF INDIANA UNIVERSITY","","205C BRYAN HALL","105 N. INDIANA AVE","US",IN,47405-1106,"MONROE","BLOOMINGTON"
LIN18605,28-Feb-2012,01-Mar-2010,IN1882,0.000000,0.000000,12,0,11808.000000,LESSOR,"429 PENN PARTNERS","","429 NORTH PENNSYLVANIA STREET","","US",IN,46204-1815,"MARION","INDIANAPOLIS"
LIN18461,02-May-2015,03-May-2010,IN1884,368.000000,368.000000,0,1,5026.880000,LESSOR,"OLD POST OFFICE VILLAGE LLC","","100 NW SECOND STREET","","US",IN,47708-1202,"VANDERBURGH","EVANSVILLE"
LMI18431,30-Sep-2019,01-Oct-2009,MI0009,22710.000000,22710.000000,0,11,446910.880000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LMI18433,30-Sep-2014,01-Oct-2009,MI0080,13064.000000,13064.000000,0,7,201714.200000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LMI16304,31-Oct-2010,01-Feb-1998,MI1166,794.000000,794.000000,0,0,6730.500000,LESSOR,"DETROIT PRODUCE TERMINAL,INC.","","7201 W. FORT STREET","","US",MI,48207-0000,"WAYNE","DETROIT"
LMI17768,31-Oct-2017,01-Nov-2007,MI1239,21080.000000,21080.000000,0,35,285337.840000,LESSOR,"RITA R WADEL TRST & WADEL FAM TRST","D/B/A LUDINGTON INDUSTRIES BLDG.","C/O GEORGIA BARTON","12324 LOCHNESS CT.","US",MI,48170-6914,"WAYNE","PLYMOUTH"
LMI17598,30-Jun-2015,01-Jul-2005,MI1457,1148.000000,1148.000000,0,0,16684.000000,LESSOR,"PAUL M. HEYDENBURG","","805 OAKLAND DR.","","US",MI,48858-0000,"ISABELLA","MOUNT PLEASANT"
LMI16843,31-Aug-2021,01-Sep-2001,MI1548,5816.000000,5660.000000,0,23,107866.100000,LESSOR,"CLARENCE AND JACQUELINE SEYMOUR","","2135 18TH AVENUE SOUTH","","US",MI,49829-0000,"DELTA","ESCANABA"
LMI15902,14-Jun-2011,15-Jan-1998,MI1690,10097.000000,8780.000000,0,33,244668.100000,LESSOR,"MICHAEL KASPEREK","","15597 OAKWOOD DRIVE","","US",MI,48174-0000,"WAYNE","ROMULUS"
LMI18362,31-Aug-2015,01-Sep-2010,MI1712,1265.000000,1150.000000,0,0,24672.000000,LESSOR,"NORTHFIELD PLAZA ASSOCIATES,LLC","","5700 CROOKS ROAD,SUITE 400","","US",MI,48098-2825,"OAKLAND","TROY"
LMI16191,30-Apr-2011,06-Apr-1998,MI1712,4989.000000,4989.000000,0,16,109160.050000,LESSOR,"NORTHFIELD PLAZA ASSOCIATES,L.L.C.","MR. WILLIAM BASIRICO","5700 CROOKS ROAD","SUITE #400","US",MI,48098-2818,"OAKLAND","TROY"
LMI17494,28-Feb-2012,01-Mar-2005,MI1830,1818.000000,1679.000000,0,2,39692.690000,LESSOR,"WHITE & VANABEL PROPERTIES,LLC","","300 S. FRONT STREET","","US",MI,49855-0000,"MARQUETTE","MARQUETTE"
LMI17302,31-Jan-2016,01-Feb-2006,MI1830,4654.000000,4295.000000,0,20,84420.880000,LESSOR,"WHITE AND VANABEL PROPERTIES,LLC","","300 SOUTH FRONT STREET","","US",MI,49855-0000,"MARQUETTE","MARQUETTE"
LMI17967,31-Mar-2017,01-Apr-2007,MI1837,1322.000000,1150.000000,0,4,5356.980000,LESSOR,"BATTLE CREEK UNLIMITED,INC.","","4950 W. DICKMAN ROAD","","US",MI,49015-0000,"CALHOUN","BATTLE CREEK"
LMI16659,09-Jul-2012,10-Jul-2000,MI1842,1100.000000,956.000000,0,2,16995.490000,LESSOR,"RIVERVIEW CENTER LLC","C/O COMMERCE REALTY & MANGEMENT CO.","32 MARKET AVENUE SW SUITE 400","","US",MI,49503-4065,"KENT","GRAND RAPIDS"
LMI18457,15-Jun-2020,16-Jun-2010,MI1842,975.000000,868.000000,0,5,21674.250000,LESSOR,"RIVERVIEW CENTER,LLC","C/O WATERS REALTY","161 OTTAWA AVE,SUITE 104","","US",MI,49503-2713,"KENT","GRAND RAPIDS"
LMI18174,31-May-2020,01-Jun-2010,MI1842,3599.000000,3103.000000,0,17,49414.270000,LESSOR,"RIVERVIEW CENTER LLC","","161 OTTOWA AVENUE NW,SUITE 104","","US",MI,49503-2713,"KENT","GRAND RAPIDS"
