"Communities Participating in the National Flood Program",,,,,,,
"180361#","YORKTOWN, TOWN OF","DELAWARE COUNTY",="03/21/75",="03/16/81",="07/04/11",="03/16/81","No"
"180016#","ZIONSVILLE, TOWN OF","BOONE COUNTY",="04/12/74","12/15/81",="01/18/12","12/15/81","No"
"Communities Not in the National Flood Program",,,,,,,
"180371#","ATLANTA, TOWN OF","HAMILTON COUNTY",="07/11/75",="02/19/03",="02/19/03",="07/11/76","No"
"180477#","BENTON COUNTY*","BENTON COUNTY",="01/02/81","10/02/12","10/02/12",="01/02/82","No"
"180561#","BOSWELL, TOWN OF","BENTON COUNTY",,"10/02/12","10/02/12","10/02/13","No"
"180450#","BUNKER HILL, TOWN OF","MIAMI COUNTY",,="09/28/12",="09/28/12",="09/28/13","No"
"180258#","CAYUGA, TOWN OF","VERMILLION COUNTY",="05/31/74",="06/15/81",="02/05/14",="05/31/75","No"
"180451#","COUNTRY CLUB HEIGHTS, TOWN OF","MADISON COUNTY",="05/18/79",="05/03/11",="05/03/11",="05/18/80","No"
"180066#","COVINGTON, CITY OF","FOUNTAIN COUNTY",="01/09/74",="09/01/88",="02/06/13",="02/07/13(S)","No"
"180133#","DALEVILLE, TOWN OF","DELAWARE COUNTY",,="07/04/11",="07/04/11",="07/04/12","No"
"180629#","DARMSTADT, TOWN OF ","VANDERBURGH COUNTY",,="03/17/11",="03/17/11",="03/17/12","No"
"180323#","DENVER, TOWN OF","MIAMI COUNTY",="02/01/74",="09/28/12",="09/28/12","10/01/12(S)","No"
"180054#","DUBOIS COUNTY *","DUBOIS COUNTY","12/13/74",,="06/10/77","12/13/75","No"
"180493#","DUNREITH, TOWN OF","HENRY COUNTY",,="09/04/87",="09/04/87",="09/04/88","No"
"180366","FRANCISCO, TOWN OF","GIBSON COUNTY",="03/21/75",,="03/21/75",="03/21/76","No"
"180245#","FREMONT, TOWN OF","STEUBEN COUNTY",,"12/17/13","12/17/13","12/17/14","No"
"180360#","GASTON, TOWN OF","DELAWARE COUNTY","10/24/75",="07/04/11",="07/04/11","10/24/76","No"
"180325#","GOSPORT, TOWN OF","OWEN COUNTY",="03/05/76",="03/03/14",="03/03/14",="03/05/77","No"
"180327","HAZLETON, TOWN OF","GIBSON COUNTY","11/23/73",,="09/24/76","11/23/74","No"
"180193","JUDSON, TOWN OF","PARKE COUNTY","12/17/73",,="06/11/76","12/17/74","No"
"180616#","KINGSBURY, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/06/14","No"
"180617#","KINGSFORD HEIGHTS, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/06/14","No"
"180090#","KNIGHTSTOWN, TOWN OF","HENRY COUNTY","11/30/73",="09/04/87",="09/04/87","11/30/74","No"
"180172#","LADOGA, TOWN OF","MONTGOMERY COUNTY",="05/24/74",="02/02/12",="02/02/12",="05/24/75","No"
"180592#","LIBERTY, TOWN OF","UNION COUNTY",,="02/05/14",="02/05/14",="02/05/15","No"
"180017#","LIZTON, TOWN OF","HENDRICKS COUNTY",,="09/25/09",="09/25/09",="09/25/10","No"
"180458#","MARKLEVILLE, TOWN OF","MADISON COUNTY",="01/05/79",="05/03/11",="06/09/14",="01/05/80","No"
"185267#","MICHIGANTOWN, TOWN OF","CLINTON COUNTY",,"12/02/11","12/02/11","12/02/12","No"
"180491#","MILFORD, TOWN OF","DECATUR COUNTY",,="01/17/85",="01/17/85",="01/17/86","No"
"180344#","MONROE, TOWN OF","ADAMS COUNTY",,="09/29/10",="09/29/10",="09/29/11","No"
"180462A","NAPOLEON, TOWN OF","RIPLEY COUNTY",="09/21/79","11/02/12","11/02/12",="09/21/80","No"
"180312#","NEW CARLISLE, TOWN OF","ST. JOSEPH COUNTY",,="01/06/11",="01/06/11",="01/06/12","No"
"180463#","NEW PEKIN, TOWN OF","WASHINGTON COUNTY",="03/09/79",,="03/09/79",="03/09/80","No"
"180337","NEWBERRY, TOWN OF","GREENE COUNTY",="01/25/74",,="05/21/76",="01/25/75","No"
"180553#","NORTH JUDSON, TOWN OF","STARKE COUNTY",,="06/16/14",="06/16/14",="06/16/15","No"
"180332#","OOLITIC, TOWN OF","LAWRENCE COUNTY",,"12/03/10","12/03/10","12/03/11","No"
"180466#","ORESTES, TOWN OF","MADISON COUNTY",,="05/03/11",="05/03/11",="05/03/12","No"
"180250#","ORLAND, TOWN OF","STEUBEN COUNTY",="05/31/74","12/17/13","12/17/13",="05/31/75","No"
"180340","PATOKA, TOWN OF","GIBSON COUNTY","11/23/73",,="07/23/76","11/23/74","No"
"180467#","PENNVILLE, TOWN OF","JAY COUNTY",="04/20/79",="03/17/14",="03/17/14",="04/20/80","No"
"180395#","PERRYSVILLE, TOWN OF","VERMILLION COUNTY",="06/11/76",="02/05/14",="02/05/14",="06/11/77","No"
"180564#","PINE VILLAGE, TOWN OF","WARREN COUNTY",,"12/04/12","12/04/12","12/05/12(S)","No"
,"THE TOWN OF PINE VILLAGE ADOPTED THE WARREN COUNTY FHBM DATED NOVEMBER 10, 1978.",,,,,,
"180039#","PITTSBORO, TOWN OF","HENDRICKS COUNTY",,="09/25/09",="09/25/09",="09/25/10","No"
"180618#","POTTAWATTAMIE PARK, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/06/14","No"
"180575#","REDKEY, TOWN OF","JAY COUNTY",,="03/17/14",="03/17/14",="03/17/15","No"
"180342#","RILEY, TOWN OF","VIGO COUNTY",="06/04/76",="02/18/11",="02/18/11",="06/04/77","No"
"180230#","RIVER FOREST, TOWN OF","MADISON COUNTY",,="05/03/11",="05/03/11",="05/03/12","No"
"180571#","ROCKVILLE, TOWN OF","PARKE COUNTY",,"10/16/12","10/16/12","10/16/13","No"
"185268#","ROSSVILLE, TOWN OF","CLINTON COUNTY",,"12/02/11","12/02/11","12/02/12","No"
"180218#","RUSSELLVILLE, TOWN OF","PUTNAM COUNTY",="09/20/74",="06/05/12",="06/05/12",="09/20/75","No"
"180345#","SALAMONIA, TOWN OF","JAY COUNTY","10/22/76",="03/17/14",="03/17/14","10/22/77","No"
"180310#","SEELYVILLE, TOWN OF","VIGO COUNTY","11/29/74",="02/18/11",="02/18/11",="02/22/11(S)","No"
"180203#","SELMA, TOWN OF","DELAWARE COUNTY",,="07/04/11",="07/04/11",="07/04/12","No"
"180373#","SHIRLEY, TOWN OF","HENRY COUNTY,HANCOCK COUNTY",="07/11/75","12/04/07","12/04/07",="07/11/76","No"
"180166#","SHOALS, TOWN OF","MARTIN COUNTY","12/28/73",="09/01/86",="05/16/95",="08/18/95(W)","No"
"180014#","THORNTOWN, TOWN OF","BOONE COUNTY","12/07/73",="01/18/12",="01/18/12",="01/19/12(S)","No"
"180619#","TRAIL CREEK, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/06/14","No"
"180514#","ULEN, TOWN OF","BOONE COUNTY","11/29/74",="09/16/82",="01/18/12","11/29/75","No"
"180067#","VEEDERSBURG,TOWN OF","FOUNTAIN COUNTY","12/14/73",="06/01/87",="02/06/13",="06/01/87(S)","No"
"180565#","WEST LEBANON, TOWN OF","WARREN COUNTY",,"12/04/12","12/04/12","12/05/12(S)","No"
,"THE TOWN OF WEST LEBANON ADOPTED THE WARREN COUNTY FHBM DATED NOVEMBER 10, 1978.",,,,,,
"180265#","WEST TERRE HAUTE, TOWN OF","VIGO COUNTY","11/22/74",="02/18/11",="02/18/11","11/22/75","No"
"180525#","WESTVILLE, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/06/14","No"
"180103#","WILKINSON, TOWN OF","HANCOCK COUNTY",,"12/04/07","12/04/07","12/04/08","No"
"180272#","WILLIAMSPORT, TOWN OF","WARREN COUNTY","12/17/73",="09/01/88","12/04/12","12/05/12(S)","No"
"180581#","WINDFALL, TOWN OF","TIPTON COUNTY",,="06/09/14",="06/09/14",="06/09/15","No"
"180200A","WINSLOW,TOWN OF","PIKE COUNTY","12/17/73",="06/01/87",="06/01/87",="06/01/87(S)","No"
"185216#","WOLCOTTVILLE, TOWN OF","NOBLE COUNTY,LAGRANGE COUNTY",,"11/20/13","11/20/13","11/20/14","No"
"180471","WOODLAWN, TOWN OF","MADISON COUNTY",="01/26/79",,="01/26/79",="01/26/80","No"
"180573#","ZANESVILLE, TOWN OF","ALLEN COUNTY,WELLS COUNTY",,="08/03/09",="08/03/09",="08/03/10","No"
